particle_size,2_500_1_00,2_500_1_01,2_500_1_02,2_500_2_00,2_500_2_01,2_500_2_02,4_500_1_00,4_500_1_01,4_500_1_02,4_500_2_00,4_500_2_01,4_500_2_02,8_500_1_00,8_500_1_01,8_500_1_02,8_500_2_00,8_500_2_01,8_500_2_02,9_500_1_00,9_500_1_01,9_500_1_02,9_500_2_00,9_500_2_01,9_500_2_02,13_500_1_00,13_500_1_01,13_500_1_02,13_500_2_00,13_500_2_01,13_500_2_02,18_500_1_00,18_500_1_01,18_500_1_02,18_500_2_00,18_500_2_01,18_500_2_02,19_500_1_00,19_500_1_01,19_500_1_02,19_500_2_00,19_500_2_01,19_500_2_02,20_500_1_00,20_500_1_01,20_500_1_02,20_500_2_00,20_500_2_01,20_500_2_02,21_500_1_00,21_500_1_01,21_500_1_02,21_500_2_00,21_500_2_01,21_500_2_02,25_500_1_00,25_500_1_01,25_500_1_02,25_500_2_00,25_500_2_01,25_500_2_02,26_500_1_00,26_500_1_01,26_500_1_02,26_500_2_00,26_500_2_01,26_500_2_02,35_500_1_00,35_500_1_01,35_500_1_02,35_500_2_00,35_500_2_01,35_500_2_02,36_500_1_00,36_500_1_01,36_500_1_02,36_500_2_00,36_500_2_01,36_500_2_02,12_500_1_00,12_500_1_01,12_500_1_02,12_500_2_00,12_500_2_01,12_500_2_02,30_600_2_00,30_600_2_01,30_600_2_02,30_600_1_00,30_600_1_01,30_600_1_02,12_500_1_00,12_500_1_01,12_500_1_02,3_250_2_00,3_250_2_01,3_250_2_02,3_250_1_00,3_250_1_01,3_250_1_02,14_500_2_00,14_500_2_01,14_500_2_02,14_500_1_00,14_500_1_01,14_500_1_02,23_800_2_00,23_800_2_01,23_800_2_02,23_800_1_00,23_800_1_01,23_800_1_02,32_500_2_00,32_500_2_01,32_500_2_02,32_500_1_00,32_500_1_01,32_500_1_02,5_500_1_00,5_500_1_01,5_500_1_02,5_500_2_00,5_500_2_01,5_500_2_02,10_500_1_00,10_500_1_01,10_500_1_02,10_500_2_00,10_500_2_01,10_500_2_02,15_500_1_00,15_500_1_01,15_500_1_02,15_500_2_00,15_500_2_01,15_500_2_02,24_600_1_00,24_600_1_01,24_600_1_02,24_600_2_00,24_600_2_01,24_600_2_02,29_800_1_00,29_800_1_01,29_800_1_02,29_800_2_00,29_800_2_01,29_800_2_02,31_500_1_00,31_500_1_01,31_500_1_02,31_500_2_00,31_500_2_01,31_500_2_02,6_500_1_00,6_500_1_01,6_500_1_02,6_500_2_00,6_500_2_01,6_500_2_02,11_500_1_00,11_500_1_01,11_500_1_02,11_500_2_00,11_500_2_01,11_500_2_02,17_500_1_00,17_500_1_01,17_500_1_02,17_500_2_00,17_500_2_01,17_500_2_02,19_600_1_00,19_600_1_01,19_600_1_02,19_600_2_00,19_600_2_01,19_600_2_02,34_500_1_00,34_500_1_01,34_500_1_02,34_500_2_00,34_500_2_01,34_500_2_02,1_500_1_00,1_500_1_01,1_500_1_02,1_500_2_00,1_500_2_01,1_500_2_02,7_500_1_00,7_500_1_01,7_500_1_02,7_500_2_00,7_500_2_01,7_500_2_02,16_500_1_00,16_500_1_01,16_500_1_02,16_500_2_00,16_500_2_01,16_500_2_02,22_800_1_00,22_800_1_01,22_800_1_02,22_800_2_00,22_800_2_01,22_800_2_02,27_800_1_00,27_800_1_01,27_800_1_02,27_800_2_00,27_800_2_01,27_800_2_02,33_500_1_00,33_500_1_01,33_500_1_02,33_500_2_00,33_500_2_01,33_500_2_02,28_500_1_00,28_500_1_01,28_500_1_02,28_500_2_00,28_500_2_01,28_500_2_02,70_500_1_00,70_500_1_01,70_500_1_02,70_500_2_00,70_500_2_01,70_500_2_02,73_500_1_00,73_500_1_01,73_500_1_02,73_500_2_00,73_500_2_01,73_500_2_02,74_500_1_00,74_500_1_01,74_500_1_02,74_500_2_00,74_500_2_01,74_500_2_02,75_500_1_0000,75_500_1_0001,75_500_1_0002,75_500_2_00,75_500_2_01,75_500_2_02,76_125_2_00,76_125_2_01,76_125_2_02,76_125_1_00,76_125_1_01,76_125_1_02
95.5,662854,1133073,710460,633290,54105,912935,3317937,4578028,1928350,4527066,3729803,3063138,2340321,2243106,4024950,3190724,3225087,6431167,7792116,6693919,6264591,5732615,4598951,4835354,8632719,8991849,8068063,10148214,3872270,5861621,9149302,9218967,8177204,12229322,9010104,7491754,2953140,3201934,435137,5688798,2925338,3569707,8374204,9749248,12279724,9028942,12833131,22010419,10242376,9326776,10703555,11333915,8929664,16383165,12120928,13173814,14256699,12059026,14969742,15949024,12666314,11729570,17449344,15663878,20026507,20191206,3683182,2498178,3939285,5295119,5951337,5782757,6297970,8216341,7021083,12163944,7289063,6968928,8525321,15311841,10446499,14719080,12151362,13536375,11540506,8212668,10642271,7981598,9163690,14431547,11656889,7853606,10895316,12932346,21178062,14306958,19545372,11157290,9392609,11062672,5798518,9442073,8397328,9522568,6259132,7783440,6567037,8249948,10997922,7601181,11776615,1811308,1118684,1533251,3144650,2348914,1727747,5257315,4618885,2976608,4523311,5644316,3285420,6506752,9753719,3234752,8244641,7168334,5465265,1877325,1264245,3575411,4803686,3000896,4019146,3910451,4063627,7441236,3950461,4865408,4861965,5526028,2668550,1010098,3578961,1954115,2522468,1961297,6505950,6733357,5179313,5713444,5839532,7072507,4784672,7175668,6179007,6898850,7698966,5856280,4914745,6731706,4869542,3987032,3485409,5214857,10052821,5921966,7726670,7799818,6770450,5553894,5325689,4657816,6310993,5604595,4761404,9509924,7745884,5718415,3783889,5027209,6985133,2602683,3521771,3388543,2277177,3407932,3248972,2687918,567102,3930948,5083756,4906620,5513405,2441980,1264746,3940375,3236321,4072034,6551249,7743460,12711211,11450758,9312956,6929164,5557713,653290,4288109,4399986,1831727,1678934,1662216,4489921,7968065,5862201,6097870,6252788,6044585,1925597,2995981,2548681,1498296,1729678,2518990,16488889,7939618,14458417,18057783,9810753,18533867,520341,4498998,6079948,2246557,905097,3572774,4522514,785638,3607628,4006268,4033398,4323995,6293627,70608,2326980,2147905,901436,2819333,822572,3201881,4022109,3551919,2897268,1930539
96.5,607669,1119006,659900,611133,50294,887106,3054191,4537101,2026134,5049920,3684193,3063042,2133130,2351525,3712393,3130944,3158204,6008585,7890551,6548434,5874511,5641795,4230586,4494022,8356544,8154186,8031349,9790166,3695324,5851987,9226159,9349093,8251687,12309737,8971830,6891448,2625628,2923364,288150,5431268,2486625,3461599,8086392,9532743,12296999,8799789,14086894,21053797,10226113,9188803,10425451,11026240,8638068,15597505,11048184,13310481,13959294,11611672,14890280,15887958,12393597,11696566,15835610,15765994,19889511,20271013,3864341,2480947,4170588,5365748,5981250,5608479,6149477,8013876,6879374,12048351,7142200,6827398,8068443,14954237,9799150,13586217,11605505,13389012,12373276,8603587,11206959,8114235,9651162,15818855,11397265,7393570,10143117,13531608,20060728,14263197,19338852,11727760,9607153,11044886,5883337,10701928,8942916,10250886,6472694,7905235,6961397,9026983,11244449,7629810,11863174,2069955,1178399,1574378,3113023,2467693,1830558,5191370,4375067,3117137,4754412,5771281,2961642,6351290,9363144,3229184,7441179,7344335,5207578,1921421,1316158,3557550,4342354,2930564,4110150,3869087,4015546,6910838,4027174,4948017,4805038,5599453,2738881,954020,3531601,2169407,2641402,2113600,6272894,6507698,5262401,5811341,5433868,6891831,4889468,6951759,6171016,6890920,7658210,5181145,4634538,6468106,4787685,3827111,3589637,5121859,9850730,5944257,7658549,7240374,7167278,5507756,5397703,4022487,6123195,5510254,4852009,8594630,7987298,5562704,3889363,5697768,7257835,2458839,3547676,3294705,1939772,3166681,2981941,2743019,480343,3416476,5211294,4682880,5425274,2238172,1315891,4051780,3126834,3914346,6534885,7758953,12114585,11599497,9553769,6997991,5397937,614633,4045041,4490565,1978702,1575749,1678298,4393532,7875501,5840024,5931472,5971449,6075575,1813010,2851235,2404842,1530732,1787534,2688159,15942214,7481257,13438489,17856152,9694950,18195028,485851,4060051,5397114,2163280,914278,3388049,3848784,592469,3049289,3820875,3754866,4098952,5844124,69416,2089955,1624339,712452,2994709,730609,3167778,3830597,3572915,2732037,1847707
97.5,570701,1117810,623129,583128,48236,869193,2801636,4472991,2113441,5590218,3622813,3071100,1957734,2477059,3409850,3097363,3092434,5488601,7951583,6366149,5485173,5508343,3909965,4187158,8076142,7316703,8005852,9405365,3584027,5872136,9294043,9435893,8351548,12265415,8941564,6378382,2311111,2635643,194149,5167431,2120588,3352176,7845334,9342892,12285854,8611186,15313949,19851060,10197667,9078439,10140392,10690275,8380152,14717335,10005284,13453627,13646759,11213314,14851154,15828763,12142678,11731617,14280215,15885317,19740838,20318976,4034569,2478166,4428239,5440189,6021479,5458140,5937125,7742345,6684587,11841994,7019910,6692941,7649721,14426895,9123498,12552294,11075116,13159707,13109274,8972333,11696533,8197437,10073174,16922671,11101364,7024475,9379125,14093255,18792065,14112680,18823145,12313583,9813286,11033862,5976983,11752463,9322903,10876762,6683641,8034518,7347889,9785253,11315674,7608471,11697537,2335624,1242336,1623296,3066451,2600189,1943685,5063943,4127471,3261275,4959960,5865889,2684829,6212214,8946511,3275473,6700425,7530308,4951687,1994408,1400749,3544722,3882502,2872456,4189035,3845385,3964205,6345776,4136483,5033487,4759841,5614036,2803689,917814,3470669,2409448,2771783,2336285,6014153,6257595,5335756,5898607,4981099,6693770,5033102,6708533,6190092,6875787,7617516,4581077,4373724,6200097,4703301,3681807,3694465,5092287,9601589,5971907,7590807,6760509,7567317,5430256,5453280,3443644,5910336,5388507,4916924,7661363,8167274,5397296,4016553,6454277,7464914,2325444,3566995,3191939,1658380,2935215,2742984,2808305,422551,2948052,5307254,4458141,5288542,2050778,1409854,4061938,3041345,3730783,6404166,7766174,11518632,11630460,9754952,7065049,5274046,601506,3817449,4585804,2155133,1501540,1713684,4309659,7740864,5792359,5782862,5718321,6124987,1728959,2731686,2284636,1567413,1840931,2833596,15306148,7128603,12437606,17601236,9615497,17812292,476212,3630071,4717349,2114775,945156,3229133,3234039,449420,2576211,3660384,3507114,3917571,5280291,73297,1868077,1194547,576853,3231088,662238,3132268,3603206,3582299,2594388,1792274
98.5,549785,1128779,598652,553181,47598,857058,2566438,4383036,2183579,6117613,3545841,3086520,1817732,2611405,3125778,3089133,3026850,4913882,7971324,6152666,5104909,5335595,3636877,3920298,7791113,6515000,7980446,8999234,3533293,5916488,9350419,9469959,8471782,12083169,8920124,5956043,2017788,2354839,134643,4904414,1823192,3243111,7649992,9181991,12248273,8462660,16450719,18449818,10152881,8992762,9849979,10337155,8155976,13767800,9026179,13591001,13319280,10859702,14848826,15769387,11917332,11829179,12819157,16014999,19578663,20329202,4189992,2489164,4696697,5515851,6072204,5330439,5668644,7409226,6442830,11543782,6920882,6565898,7271652,13748932,8444395,11623664,10561476,12859112,13724277,9315146,12110249,8238588,10435412,17667721,10776626,6745217,8617464,14602912,17438309,13864547,18047150,12902450,10009177,11037453,6079891,12537688,9531676,11368173,6891602,8169475,7717025,10498713,11232283,7542395,11309512,2598531,1310983,1680875,3012872,2747417,2067477,4878863,3883358,3404785,5133530,5925603,2453266,6090055,8516529,3370072,6028609,7721692,4696766,2096309,1519374,3534465,3438855,2825799,4254261,3841035,3913170,5777026,4275329,5122543,4729043,5561718,2855571,899384,3395953,2669607,2907769,2636545,5734238,5990451,5394541,5964246,4505288,6482969,5207787,6452761,6231189,6846790,7576761,4058111,4132985,5928976,4614430,3551354,3793601,5119387,9317384,6003885,7519253,6356853,7960342,5322869,5489123,2931528,5677621,5242492,4952456,6750739,8279919,5228434,4164494,7286513,7598115,2204743,3577144,3083114,1428597,2721195,2534727,2879822,386563,2535676,5353646,4238087,5104433,1880438,1548130,3966179,2977103,3530979,6164589,7764616,10932120,11542995,9912366,7128155,5185184,612433,3602121,4676608,2355549,1453089,1765742,4239675,7564630,5716104,5654678,5494536,6190306,1670958,2634387,2187162,1604090,1888276,2947896,14593076,6875387,11482547,17306147,9570840,17399176,489336,3221862,4056059,2097946,997769,3093510,2680979,344007,2181598,3523543,3282863,3767861,4639758,82911,1662718,856774,480749,3524577,613776,3096701,3344249,3566821,2483677,1763751
99.5,543438,1151067,585204,524985,48153,848773,2352987,4265765,2231092,6596088,3454162,3106978,1714589,2744947,2866165,3105043,2960887,4324880,7947778,5914010,4740581,5129268,3408881,3695659,7501143,5775026,7943479,8576968,3539355,5979055,9393520,9444629,8605874,11759323,8906595,5624014,1751126,2092644,97126,4647771,1587297,3135878,7498744,9051389,12186676,8353570,17432463,16909090,10088164,8928331,9555899,9977805,7965447,12776403,8135103,13708402,12977025,10546773,14878395,15707471,11720375,11981874,11477129,16147794,19401628,20295134,4328141,2512967,4956441,5590034,6133129,5224041,5356726,7025697,6162253,11158080,6843431,6446614,6935185,12947722,7782527,10800488,10065300,12499959,14195338,9629110,12449202,8246532,10745166,18011952,10431066,6552642,7871788,15046312,16057349,13531580,17067798,13477567,10191788,11059009,6191900,13030029,9577481,11700962,7095779,8306535,8059255,11139620,11022126,7438308,10743437,2847433,1384739,1747787,2959074,2909804,2202047,4644528,3648936,3543006,5270405,5949052,2263973,5984746,8084946,3510085,5427914,7913612,4443518,2226853,1673700,3524066,3023031,2789311,4304903,3856327,3865330,5228772,4439175,5214971,4714434,5438699,2887634,897453,3307904,2942715,3042225,3020985,5438672,5713925,5434395,5997777,4030541,6263786,5404302,6191262,6287952,6798660,7535029,3610248,3912312,5656885,4518973,3435619,3880644,5196232,9009248,6038710,7440833,6024316,8335088,5188769,5502095,2489880,5431078,5076148,4955970,5894064,8322879,5061831,4331299,8175701,7652344,2098429,3575170,2970730,1244646,2529970,2357490,2953630,367805,2183177,5333426,4027841,4877366,1727550,1732034,3772894,2931253,3324505,5829465,7754216,10357926,11342612,10023196,7185319,5129842,647902,3396092,4751036,2571079,1427743,1830928,4184587,7349034,5610170,5548841,5299646,6268465,1636960,2556030,2111093,1636288,1928063,3024958,13818706,6715419,10592701,16983199,9559273,16967815,525501,2845262,3428628,2110777,1072847,2978289,2191127,266565,1857132,3408206,3076031,3639062,3964405,99953,1475023,601630,414034,3865372,582474,3062547,3062055,3514402,2398504,1761798
100.5,550742,1183572,581744,501644,49742,842586,2163909,4121115,2252435,6987205,3349238,3128837,1648604,2867259,2634721,3143491,2894348,3755000,7880985,5656379,4397532,4896994,3222341,3513226,7206099,5112823,7883361,8143482,3599495,6053516,9422206,9356705,8746038,11300623,8898605,5379637,1514039,1856362,73545,4401615,1404723,3031750,7389521,8951610,12103788,8283154,18200939,15293182,10000654,8881331,9259937,9622304,7808382,11770792,7346757,13790172,12620191,10270765,14933520,15640432,11553507,12180366,10268173,16276284,19208830,20210023,4447883,2548284,5184957,5660042,6203489,5137691,5016938,6605497,5852368,10694367,6785563,6335438,6640095,12056217,7153864,10078854,9586972,12095925,14502812,9912277,12715647,8230890,11010107,17952197,10073094,6442456,7154530,15410199,14696763,13129240,15944502,14018134,10357079,11097864,6312256,13230592,9479816,11861637,7294929,8440622,8365528,11680466,10715970,7303910,10051245,3070635,1463900,1824474,2910543,3087135,2347203,4372793,3429245,3671039,5367931,5936166,2113489,5895691,7662059,3692762,4897461,8100937,4194007,2385137,1865035,3510683,2643161,2761228,4340559,3890361,3822965,4718159,4621855,5309533,4717024,5246065,2894180,911457,3207553,3218545,3166968,3493025,5133513,5435392,5451601,5990034,3577889,6040130,5611923,5930332,6352781,6727879,7490595,3232800,3711121,5386519,4414737,3334134,3949439,5315445,8686920,6074581,7353620,5756966,8679748,5032323,5489303,2117405,5177129,4893882,4926085,5112845,8297388,4902509,4514081,9093522,7626209,2007733,3558023,2856836,1100445,2364780,2210037,3025887,363600,1889701,5232889,3831689,4614463,1592206,1961118,3501450,2900853,3119915,5418132,7735229,9794532,11040313,10085927,7234870,5105997,710262,3196832,4794989,2788805,1423343,1904424,4145007,7098049,5475507,5466499,5131997,6355877,1625384,2493117,2054856,1659709,1958990,3060574,13000699,6642884,9780362,16643088,9578916,16528315,587019,2506612,2848832,2152107,1171554,2880291,1764599,209765,1593945,3311507,2881855,3521691,3294607,127451,1305771,415532,369610,4235023,566448,3031231,2767537,3415701,2336922,1786220
101.5,571203,1224786,587419,485599,52238,836901,2000290,3950529,2246386,7254530,3232962,3147471,1619720,2967991,2433271,3202407,2827392,3228212,7772969,5385911,4079635,4647614,3073155,3371610,6906130,4535744,7789303,7703416,3711658,6133358,9435793,9206829,8883552,10723708,8892651,5219279,1307297,1649533,58891,4168804,1267573,2931794,7319907,8882457,12002516,8250545,18711931,13665233,9888340,8847712,8964000,9279418,7684535,10776765,6667677,13819967,12249062,10028253,15006324,15565532,11417205,12413273,9197264,16393102,18999792,20067480,4549164,2593484,5358755,5723304,6282077,5070284,4665493,6163562,5523291,10166339,6745033,6232703,6385295,11109764,6569684,9452418,9126742,11660606,14632554,10163711,12912398,8201411,11237238,17522392,9711254,6409748,6476264,15683259,13393235,12674532,14734432,14500373,10500209,11149894,6439642,13164766,9265709,11848702,7487383,8565498,8627811,12096227,10343935,7147276,9285644,3257222,1548659,1911113,2871486,3278507,2502376,4077414,3228137,3783978,5425629,5888192,1998402,5821839,7256416,3914973,4434232,8278357,3951355,2569238,2093479,3491492,2303977,2739344,4361237,3941220,3787827,4255914,4815521,5403939,4737118,4989814,2871362,941458,3096412,3483517,3273270,4049488,4824899,5161513,5443215,5933977,3163291,5815378,5818607,5675326,6416996,6632895,7440978,2919572,3528394,5120834,4299532,3246125,3994464,5468891,8358465,6109503,7256723,5548601,8982609,4858559,5448182,1809404,4922160,4700255,4862775,4419403,8207932,4754715,4708922,10002187,7522219,1933525,3522877,2743014,990298,2227144,2090189,3092958,372709,1651366,5044143,3652935,4324772,1474177,2231200,3177867,2882879,2924153,4953525,7708080,9237680,10651423,10100256,7275551,5111196,803651,3002386,4793564,2991784,1438107,1979873,4121129,6817196,5314910,5408007,4989070,6448509,1635094,2442063,2016749,1670691,1980061,3052817,12157285,6652352,9051664,16294338,9627674,16088343,677970,2208860,2327415,2221408,1295198,2796108,1399949,168151,1383354,3230024,2696935,3407689,2664413,170218,1155283,283787,342711,4604417,564599,3003986,2472443,3265662,2296585,1836839
102.5,604537,1272656,601500,478775,55523,830292,1862012,3756919,2214074,7368519,3107502,3157704,1628100,3038003,2262201,3279169,2760497,2758869,7627502,5108480,3789418,4390353,2957213,3268686,6601753,4044448,7652142,7261176,3873964,6212055,9433864,8999436,9009201,10053209,8884485,5139186,1130050,1472838,50142,3951162,1168952,2836874,7287186,8843101,11885825,8254764,18941031,12081555,9750160,8823331,8670118,8956319,7593585,9816719,6098194,13781788,11864079,9816149,15087350,15479938,11310646,12667175,8262340,16491161,18774407,19862057,4632637,2646586,5456245,5777484,6367280,5020901,4317344,5714665,5185012,9590612,6719386,6138715,6169071,10142957,6037016,8913595,8684877,11206687,14577918,10383415,13042367,8167448,11432042,16785371,9353923,6449145,5845262,15856987,12173003,12184859,13488999,14899121,10615771,11208144,6572208,12874953,8965716,11672341,7671097,8674212,8839539,12366635,9932976,6976292,8494581,3398309,1639087,2007571,2844964,3482276,2666559,3772402,3048345,3877184,5445081,5807585,1915681,5761755,6874697,4172684,4033871,8440511,3719348,2775842,2356899,3463839,2007241,2721074,4367223,4006117,3761219,3847457,5010773,5494908,4774383,4680227,2817669,988057,2976346,3720842,3352585,4676796,4518634,4897929,5407169,5825359,2796960,5592361,6011470,5430404,6471125,6514152,7383074,2663784,3362815,4862776,4171314,3170548,4011218,5647434,8030203,6141409,7150123,5393070,9232738,4672652,5376615,1559282,4672134,4499697,4767360,3818282,8061617,4621895,4910901,10855963,7346606,1876411,3467476,2630402,909281,2117310,1995281,3151531,395031,1462741,4767109,3493875,4018328,1372946,2532307,2829699,2874226,2742314,4459562,7673190,8682016,10194135,10066967,7306583,5142604,933859,2811469,4733064,3160053,1470492,2049333,4112725,6513203,5132637,5372917,4867783,6541964,1665354,2399281,1995004,1666645,1990662,3002181,11306038,6738544,8407820,15943022,9703175,15652941,803830,1952110,1871106,2318544,1444879,2722162,1094149,137715,1217376,3159960,2519195,3290639,2098514,235379,1023395,192757,330369,4933793,576545,2981726,2187695,3064602,2274809,1913235
103.5,650403,1324452,623313,482830,59468,821516,1748104,3544471,2158646,7310909,2975160,3154322,1674451,3070513,2120918,3370521,2694409,2353065,7449738,4829535,3528241,4134045,2870674,3202005,6293931,3635055,7465163,6820977,4084119,6283310,9416098,8742295,9113805,9318827,8869521,5135935,980355,1325048,45548,3749681,1103270,2747650,7288343,8832156,11756630,8294680,18886369,10587578,9586048,8804105,8380443,8658475,7535110,8908681,5634500,13661218,11465910,9631650,15165573,15380785,11231672,12926783,7456407,16563856,18532876,19589797,4699253,2705257,5460980,5820586,6457123,4988819,3984880,5272267,4846773,8985224,6706008,6053729,5989269,9186977,5559326,8454380,8261777,10745374,14341162,10572199,13108278,8137554,11597870,15820916,9009006,6554699,5267319,15926368,11053025,11676987,12251642,15189879,10698038,11263534,6707624,12412431,8610380,11352591,7843745,8759623,8995938,12478174,9505463,6798162,7717658,3488073,1735130,2113355,2833065,3696038,2838248,3470584,2891615,3946587,5429610,5697809,1862851,5713685,6521750,4460457,3691331,8582133,3502019,2999955,2649839,3425399,1752372,2703547,4358963,4081536,3744058,3494197,5197013,5578302,4827881,4330705,2734113,1052314,2849440,3911343,3397446,5347797,4219879,4649089,5342312,5663149,2483799,5373390,6177543,5198436,6505346,6373923,7313352,2458729,3212901,4615062,4028358,3106128,3996555,5840831,7706809,6168267,7034467,5284413,9420680,4479505,5273058,1359751,4432305,4296303,4642402,3308071,7867361,4506723,5114207,11604345,7108799,1836818,3390467,2519762,853417,2034681,1922462,3198731,431428,1317996,4410403,3355864,3705202,1287775,2847155,2481639,2871724,2577688,3958785,7630810,8122612,9687940,9987787,7327683,5197029,1107979,2623495,4603402,3272796,1519025,2103592,4119144,6193554,4933910,5359976,4764739,6631608,1715749,2361266,1987802,1646377,1990607,2911449,10462908,6895875,7846400,15592725,9802696,15224537,970800,1734377,1482295,2443501,1621089,2654764,842740,115552,1089024,3097327,2347766,3165997,1611253,332685,909487,131014,331038,5176153,602568,2964952,1922152,2818487,2268585,2014346
104.5,708049,1376699,652151,499439,63921,809550,1657066,3318323,2084670,7077722,2838241,3132658,1760063,3061984,2008237,3472517,2630070,2010723,7245748,4553970,3296503,3886511,2810107,3169041,5984106,3301075,7224782,6386870,4338746,6341318,9382135,8445700,9188815,8551970,8843264,5206554,855641,1203822,44198,3564720,1066276,2664585,7320050,8847736,11617711,8368955,18567790,9215820,9396926,8786148,8097227,8389678,7508536,8065913,5270487,13446760,11055530,9472168,15228544,15265234,11176793,13175329,6769414,16605250,18275644,19248718,4749886,2766844,5364503,5851040,6549330,4973484,3677300,4847687,4516612,8368154,6702179,5977935,5843415,8267726,5137297,8066870,7858048,10286067,13933938,10731479,13112561,8119220,11735556,14713265,8683672,6719565,4745806,15890300,10042509,11166203,11056820,15351134,10741236,11305673,6843152,11830025,8227563,10916475,8002837,8814983,9094197,12425496,9078684,6619043,6984559,3524376,1836597,2227575,2837085,3916636,3015417,3182623,2758863,3988969,5383828,5563064,1838080,5675614,6200735,4771026,3401360,8698248,3303274,3234784,2962575,3374322,1537139,2683733,4336953,4163392,3736932,3194785,5363065,5649352,4896102,3956270,2624072,1135645,2717869,4035130,3402362,6020604,3932937,4418196,5248428,5449635,2224535,5160311,6304739,4981027,6510081,6215973,7228123,2298177,3077115,4380014,3869465,3051398,3948903,6037820,7391507,6188175,6910843,5216873,9539074,4283459,5136685,1203698,4207033,4093686,4491516,2883314,7635026,4411160,5312364,12196746,6820614,1815062,3291651,2411551,819718,1978150,1868886,3232205,483611,1211677,3990721,3239423,3394683,1217776,3150981,2152750,2872172,2431983,3470567,7580874,7556236,9152168,9865250,7339052,5270942,1333690,2438555,4400393,3311507,1582122,2132933,4139324,5865991,4724381,5367125,4676439,6712722,1786082,2324683,1993267,1610210,1980144,2785351,9641581,7117826,7362501,15244707,9923082,14803116,1184600,1552339,1159340,2596064,1823257,2590205,640143,99580,992434,3038153,2182777,3031245,1207404,474099,812572,89665,344351,5284691,643571,2953674,1681971,2538202,2274562,2137909
105.5,775891,1425208,687197,530537,68701,793621,1587111,3084153,1997430,6680222,2698959,3089139,1886583,3012533,1922701,3580520,2568546,1727776,7022048,4286044,3093855,3654170,2772548,3167280,5674194,3034913,6930973,5962737,4632690,6381024,9331507,8121471,9226907,7782579,8801711,5348358,753091,1106317,45773,3396165,1054955,2587952,7378623,8887488,11471634,8475968,18022863,7985781,9184642,8765916,7822789,8152159,7513077,7297040,4999175,13131105,10634283,9335240,15262669,15130534,11141237,13395205,6189794,16610231,18003336,18839155,4785042,2828438,5168027,5867762,6641400,4974481,3400589,4449659,4201086,7756049,6705129,5911436,5728798,7404869,4769587,7743561,7474529,9836259,13376687,10863048,13057409,8118718,11843269,13540714,8384154,6935570,4281923,15751697,9144577,10665746,9929992,15366622,10739854,11323790,6975745,11176581,7840819,10394692,8145859,8834512,9133503,12212035,8665019,6443820,6315170,3508863,1943149,2348911,2857677,4140205,3195514,2916535,2650355,4002204,5313127,5407989,1840190,5645337,5913339,5095001,3158847,8784369,3126615,3471867,3280599,3309363,1358307,2658621,4301671,4247223,3740125,2946191,5498020,5702978,4976980,3572017,2492801,1239666,2583777,4074140,3364558,6640943,3661151,4207244,5126198,5190168,2017092,4954576,6382882,4778637,6476682,6045107,7123837,2176597,2953956,4159462,3694152,3004738,3868362,6226434,7086319,6199438,6780561,5184829,9583131,4088118,4967536,1084726,3999702,3894908,4319102,2536241,7374618,4336531,5498558,12588200,6495290,1811399,3172123,2306015,806151,1946348,1831812,3250181,554066,1139172,3530685,3144378,3094682,1161984,3413528,1855515,2872399,2305623,3010039,7522902,6982251,8604778,9702559,7341316,5360515,1617958,2257328,4127288,3263556,1657902,2128361,4171799,5538021,4509639,5391514,4599455,6780684,1876262,2286473,2009447,1559882,1959925,2630051,8853137,7396190,6949700,14898210,10060670,14386527,1448616,1401993,897382,2775426,2049307,2524873,480068,88332,922887,2978712,2025094,2885904,884146,671785,731396,62174,370969,5223229,701028,2947371,1470536,2237920,2289032,2279800
