58.5,0,0,0,33141,398889,367233,0,0,0,659,0,0,0,0,0,2,14109,0,0,0,0,248,3,0,0,2386,0,95,0,0,0,0,13,0,0,0,22688,14820
59.5,0,0,0,59969,588271,456054,0,0,0,1203,0,0,0,0,0,4,18660,0,0,0,0,368,5,0,0,2213,0,186,0,0,0,0,25,0,0,0,31304,20368
60.5,0,0,0,100578,818461,547639,0,0,0,2082,0,0,0,0,0,7,20123,0,0,0,0,550,7,0,0,2082,0,342,0,0,2,0,47,0,0,0,41442,26999
61.5,0,0,0,158298,1079798,640361,0,0,0,3422,0,0,0,0,0,11,17845,0,0,0,0,826,11,0,1,2002,0,598,0,0,5,0,89,0,0,0,52869,34512
62.5,0,0,0,236409,1358270,733035,0,0,0,5347,0,2,0,0,0,17,13121,0,0,0,0,1246,17,0,3,1982,0,999,0,0,14,0,169,0,0,0,65295,42584
63.5,0,0,0,338251,1638309,824559,0,0,0,7957,0,5,0,0,0,27,8066,0,0,0,0,1887,25,0,7,2036,0,1605,0,0,36,0,315,0,0,0,78419,50843
64.5,0,0,0,467421,1905767,913626,0,0,0,11293,0,11,0,0,0,44,4180,0,0,0,0,2858,37,0,14,2181,0,2494,0,0,88,0,580,0,0,0,91961,58965
65.5,0,0,0,627931,2150196,998604,0,0,0,15313,0,24,0,0,0,68,1841,0,1,0,0,4325,55,0,29,2447,0,3772,0,0,208,0,1052,0,0,0,105719,66743
66.5,0,0,0,824247,2365914,1077635,0,0,0,19869,1,52,0,0,0,107,695,0,4,0,0,6517,82,0,59,2881,0,5582,0,0,468,1,1877,0,0,0,119611,74128
67.5,0,0,0,1061121,2551883,1148940,0,0,0,24714,3,107,0,0,0,165,227,0,11,0,1,9761,122,2,118,3555,2,8128,1,0,1004,3,3293,0,0,0,133699,81238
68.5,0,0,0,1343176,2710723,1211233,0,0,0,29522,7,211,0,0,0,253,65,0,33,0,5,14495,181,9,232,4584,16,11698,4,0,2047,7,5681,0,0,0,148172,88327
69.5,0,0,0,1674208,2847320,1264121,0,0,0,33926,14,402,0,0,0,383,16,0,93,0,15,21292,267,32,449,6142,114,16702,12,0,3965,16,9634,0,0,0,163309,95743
70.5,0,0,0,2056219,2967424,1308386,0,0,0,37577,29,736,0,0,0,574,4,0,254,0,46,30878,394,102,853,8490,603,23726,38,0,7312,38,16060,0,0,0,179437,103853
71.5,0,0,0,2488243,3076462,1346049,0,0,0,40189,54,1292,0,0,0,848,0,0,655,0,139,44130,581,302,1588,12002,2420,33605,116,0,12871,86,26315,0,0,0,196887,112962
72.5,0,0,0,2965133,3178656,1380237,0,0,0,41584,99,2177,0,0,0,1234,0,0,1590,0,407,62063,856,820,2901,17192,7456,47518,338,3,21703,193,42380,0,0,0,215959,123225
73.5,0,0,0,3476545,3276437,1414911,0,0,0,41705,172,3525,0,0,0,1766,0,0,3621,0,1135,85785,1259,2067,5186,24737,17963,67113,943,20,35198,426,67069,0,0,0,236877,134589
74.5,0,0,0,4006458,3370119,1454546,0,0,0,40621,287,5497,0,0,0,2481,0,0,7722,0,3006,116433,1851,4850,9072,35468,34704,94660,2510,110,55150,918,104268,0,0,0,259743,146756
75.5,0,0,0,4533549,3457807,1503853,0,0,0,38498,459,8270,0,0,0,3417,0,0,15413,0,7496,155086,2718,10619,15513,50346,55479,133235,6330,503,83868,1938,159171,0,0,0,284544,159210
76.5,0,0,0,5032655,3535527,1567593,0,0,0,35572,706,12026,0,0,0,4605,0,0,28832,0,17522,202661,3987,21716,25925,70417,76019,186915,15042,1940,124337,3999,238466,0,0,0,311291,171269
77.5,0,0,0,5477270,3597623,1650469,0,0,0,32108,1045,16939,0,0,0,6066,0,0,50688,0,38237,259814,5836,41503,42336,96777,92685,260977,33560,6359,180444,8053,350424,0,0,0,340256,182180
78.5,0,0,0,5842768,3637418,1757060,0,0,0,28368,1491,23151,0,0,0,7801,0,0,84069,0,77721,326854,8524,74150,67568,130579,104400,362043,70106,17888,257264,15803,504783,0,0,0,372217,191248
79.5,0,0,0,6109708,3648148,1891746,0,0,0,24580,2055,30753,0,0,0,9786,0,0,132158,0,147028,403697,12408,123868,105427,173113,112593,498147,136982,43666,361399,30187,712380,0,0,0,408606,197979
80.5,0,0,0,6266503,3624046,2058543,0,0,0,20929,2739,39756,0,0,0,11966,0,0,197923,0,259029,489855,17983,193600,160901,225992,120050,678643,250447,93625,501334,56067,984449,0,0,0,451511,202239
81.5,0,0,0,6310804,3561436,2260799,0,0,0,17547,3538,50070,0,0,0,14256,0,0,283886,0,425850,584477,25919,283475,240314,291422,129978,913909,429232,178559,687763,101153,1331587,0,0,0,503499,204415
82.5,0,0,0,6249323,3459588,2500725,0,0,0,14514,4436,61486,0,0,0,16546,0,0,392033,0,655417,686425,37095,389740,351429,372553,145831,1214792,691673,306887,933774,177110,1762435,0,0,0,567328,205563
83.5,0,0,0,6096211,3321133,2778746,0,0,0,11868,5406,73664,0,0,0,18714,0,0,523857,1,948335,794385,52643,504835,503409,473881,171812,1591793,1052157,481584,1254780,300703,2282229,0,0,0,645615,207463
84.5,0,0,0,5870482,3151913,3092738,0,0,0,9612,6413,86144,0,0,0,20635,0,0,680490,10,1296472,906982,73960,618869,706592,601687,213885,2054018,1518030,699026,1668000,494708,2891414,0,0,0,740613,212478
85.5,0,0,0,5593124,2960283,3437271,0,0,0,7726,7419,98366,0,0,0,22201,0,0,862880,75,1683983,1022889,102704,722034,971994,764498,281270,2608001,2088055,950391,2191321,788125,3584588,0,0,0,854144,223094
86.5,0,0,0,5284512,2756032,3803033,0,0,0,6175,8382,109722,0,0,0,23331,0,0,1071938,465,2090450,1140919,140749,806979,1310466,973517,388544,3256529,2752843,1224867,2841368,1215181,4349994,0,0,0,987667,241266
87.5,0,0,0,4962499,2549182,4176650,0,0,0,4917,9262,119610,0,0,0,23982,0,0,1308619,2412,2494965,1260083,190079,870242,1731514,1242925,558373,3997646,3496899,1513169,3630769,1812594,5169727,0,0,0,1142392,267956
88.5,0,0,0,4641339,2348931,4541096,0,0,0,3908,10023,127509,0,0,0,24151,0,0,1573938,10559,2879753,1379613,252630,912380,2241796,1589871,824587,4824002,4301380,1810078,4564758,2614805,6020691,0,0,0,1319383,303165
89.5,0,0,0,4331357,2162920,4876812,0,0,0,3105,10641,133038,0,0,0,23873,0,0,1868906,39205,3232399,1498953,330070,937048,2843477,2033865,1234508,5722672,5146635,2115553,5637574,3647379,6876196,0,0,0,1519616,346308
90.5,0,0,0,4039191,1996905,5163477,0,0,0,2472,11096,136003,0,0,0,23210,0,0,2194392,124210,3546432,1617725,423553,949605,3532661,2595202,1848340,6675493,6013874,2434614,6829358,4919373,7707979,0,0,0,1744032,396543
91.5,1,0,0,3768359,1854787,5382218,0,0,0,1975,11382,136416,0,0,0,22244,0,0,2550943,338300,3820599,1735675,533463,955820,4298252,3292069,2732431,7659899,6885799,2776563,8104448,6416142,8488355,0,0,0,1993504,452918
92.5,6,0,0,3519980,1738917,5517885,0,0,0,1586,11501,134482,0,0,0,21064,0,0,2938532,798661,4057409,1852610,659214,960974,5121548,4136174,3943536,8650151,7746369,3154012,9411888,8094436,9192197,0,0,0,2268420,514417
93.5,25,0,0,3293487,1650528,5560953,0,0,0,1282,11462,130562,0,0,0,19756,0,0,3356284,1649120,4261509,1968333,799138,969404,5976820,5127161,5504137,9618799,8580064,3581989,10688659,9881564,9798515,0,0,0,2567488,580078
94.5,90,0,0,3087272,1590210,5508677,0,0,0,1046,11282,125117,0,0,0,18398,0,0,3802156,3006968,4438265,2082579,950500,984397,6832954,6246770,7374644,10538228,9371058,4077142,11865523,11679741,10291475,0,0,0,2885680,649030
95.5,292,0,0,2899211,1558337,5365269,0,0,0,861,10981,118649,0,0,0,17054,0,0,4272621,4890106,4592726,2194974,1109656,1008259,7655986,7454360,9434362,11382132,10102652,4656878,12874681,13375588,10660848,0,0,0,3212125,720082
96.5,854,0,0,2727073,1555416,5141117,0,0,0,717,10583,111643,0,0,0,15772,0,0,4762367,7165341,4728973,2304991,1272338,1042446,8412181,8685851,11484781,12126794,10757165,5338187,13657903,14853450,10901926,0,0,0,3529385,790652
97.5,2243,0,0,2568805,1582323,4851238,0,0,0,604,10110,104531,0,0,0,14587,0,0,5264064,9556836,4849830,2411945,1434009,1087676,9071147,9857771,13282072,12752134,11316425,6135836,14173517,16010120,11015035,0,0,0,3815357,855869
98.5,5289,0,0,2422719,1640449,4513313,0,0,0,517,9584,97668,0,0,0,13521,0,0,5768254,11719826,4956809,2514988,1590259,1143990,9608491,10876926,14592244,13242468,11762814,7059678,14400924,16768121,11004799,0,0,0,4047601,909082
99.5,11210,0,0,2287588,1731710,4145688,0,0,0,448,9026,91318,0,0,0,12585,0,0,6263419,13344612,5050244,2613136,1737159,1210762,10007603,11654330,15249734,13587025,12080743,8110917,14341867,17084975,10879279,0,0,0,4208483,943969
100.5,21368,0,0,2162660,1858432,3765633,0,0,0,395,8454,85669,0,0,0,11784,0,1,6736275,14240912,5129520,2705311,1871530,1286697,10260401,12120268,15196797,13780197,12258319,9277491,14018453,16956886,10649112,0,0,0,4288960,956959
101.5,36661,0,0,2047622,2023074,3388088,0,0,0,353,7883,80835,0,0,0,11118,0,1,7172326,14370184,5193367,2790393,1991106,1369848,10367021,12236531,14489723,13821573,12288911,10529136,13468646,16416549,10326714,0,0,0,4289657,948473
102.5,56683,0,0,1942514,2227759,3024944,0,0,0,322,7323,76876,0,0,0,10582,0,2,7556667,13825105,5240165,2867289,2094575,1457682,10334696,12002481,13273082,13715759,12172319,11813289,12740345,15526053,9925597,0,0,0,4219225,922485
103.5,79087,0,0,1847633,2473602,2684823,0,0,0,298,6786,73816,0,0,0,10173,0,2,7874998,12778142,5268247,2935005,2181527,1547229,10176096,11453484,11735719,13471981,11915287,13053535,11885270,14366708,9459785,0,0,0,4091090,884843
104.5,99722,0,0,1763425,2759843,2373254,0,0,0,282,6276,71649,0,0,0,9887,0,3,8114732,11425778,5276160,2992712,2252317,1635321,9907480,10652611,10066074,13103493,11531247,14152481,10953623,13027925,8943351,0,0,0,3919990,841269
105.5,113816,0,0,1690397,3082851,2093094,0,0,0,271,5798,70355,0,0,0,9718,0,4,8266094,9946386,5262890,3039809,2307893,1718881,9546926,9678348,8419885,12626808,11039284,15000563,9990145,11597073,8390031,0,0,0,3719370,795793
106.5,117778,0,0,1629046,3435172,1845079,0,0,0,265,5354,69900,0,0,0,9665,0,5,8323034,8477706,5228012,3075972,2349614,1795240,9112842,8611707,6905041,12060780,10462503,15490891,9031759,10151625,7812903,0,0,0,3500053,750129
107.5,110694,0,0,1579819,3804825,1628389,0,0,0,264,4946,70241,0,0,0,9729,0,6,8283844,7111260,5171784,3101182,2379070,1862416,8622847,7525611,5581347,11425590,9826033,15538190,8106670,8754244,7224130,0,0,0,3270087,704056
108.5,94659,0,0,1543082,4175153,1441166,0,0,0,268,4573,71324,0,0,0,9910,0,8,8151369,5897490,5095167,3115734,2397942,1919304,8093044,6478144,4469435,10741721,9155004,15097690,7234611,7450734,6634740,0,0,0,3035341,656472
109.5,73786,0,0,1519122,4525477,1280949,0,0,0,278,4235,73072,0,0,0,10214,0,9,7932771,4855581,4999788,3120229,2407886,1965755,7537640,5509906,3563044,10028981,8472750,14178543,6427818,6270388,6054460,0,0,0,2800352,606571
110.5,52528,0,0,1508139,4832699,1145006,0,0,0,292,3930,75381,0,0,0,10649,0,11,7638898,3983840,4887851,3115543,2410457,2002535,6968838,4644679,2840570,9305652,7799448,12846983,5692397,5227988,5491590,0,0,0,2569053,554606
111.5,34218,0,0,1510245,5073761,1030576,0,0,0,313,3656,78108,0,0,0,11224,0,14,7283327,3268448,4762015,3102784,2407067,2031178,6396922,3892192,2273951,8587835,7151297,11217099,5029781,4326704,4952937,0,0,0,2345157,502029
112.5,20438,0,0,1525456,5228607,935026,0,0,0,341,3411,81057,0,0,0,11954,0,16,6881242,2689886,4625243,3083235,2398960,2053779,5830446,3251765,1834480,7889006,6540208,9431078,4438087,3561251,4443802,0,0,0,2132188,451064
113.5,11216,0,0,1553653,5283069,855951,0,0,0,377,3194,83974,0,0,0,12856,0,19,6448273,2227155,4480658,3058297,2387215,2072771,5276470,2715920,1496013,7219807,5973942,7634234,3913282,2920844,3968021,0,0,0,1933256,403970
114.5,5667,0,0,1594544,5231038,791218,0,0,0,424,3001,86548,0,0,0,13952,0,23,5999450,1860252,4331394,3029429,2372759,2090703,4740800,2273437,1236346,6588041,5456555,5951704,3450091,2391683,3528057,0,0,0,1750753,362345
115.5,2643,0,0,1647583,5075386,738988,0,0,0,484,2832,88417,0,0,0,15266,0,27,5548362,1571412,4180471,2998092,2356384,2110063,4228186,1911633,1037460,5998846,4989014,4472551,3042690,1958855,3125137,0,0,0,1586133,326759
116.5,1140,0,0,1711890,4827437,697706,0,0,0,560,2684,89200,0,0,0,16829,0,32,5106579,1345572,4030694,2965701,2338768,2133145,3742480,1617896,885169,5454993,4569879,3244001,2685176,1607667,2759412,0,0,0,1439850,296843
117.5,456,0,0,1786150,4505118,666085,0,0,0,657,2556,88540,0,0,0,18673,0,39,4683349,1170372,3884576,2933587,2320501,2161961,3286741,1380580,768531,4957260,4195946,2275023,2371878,1324490,2430141,0,0,0,1311478,271706
118.5,170,0,0,1868520,4130285,643085,0,0,0,781,2446,86156,0,0,0,20837,0,47,4285538,1035932,3744291,2902964,2302101,2198188,2863296,1189443,679217,4504836,3862820,1546024,2097539,1097205,2135882,0,0,0,1199933,250397
119.5,59,0,0,1956562,3725801,627881,0,0,0,939,2354,81909,0,0,0,23362,0,58,3917767,934523,3611647,2874915,2284033,2243143,2473772,1035776,610926,4095714,3565378,1020664,1857400,915375,1874667,0,0,0,1103740,232192
120.5,19,0,0,2047208,3312972,619840,0,0,0,1141,2277,75840,0,0,0,26293,0,72,3582678,860237,3488092,2850380,2266718,2297771,2119111,912348,558900,3727056,3298140,656516,1647229,770228,1644179,0,0,0,1021257,216649
121.5,6,0,0,2136806,2909697,618493,0,0,0,1401,2216,68200,0,0,0,29676,0,91,3281282,808672,3374717,2830149,2250543,2362629,1799585,813245,519537,3395502,3055554,412762,1463303,654532,1441888,0,0,0,950847,203527
122.5,2,0,0,2221236,2529498,623511,0,0,0,1737,2169,59422,0,0,0,33560,0,118,3013313,776668,3272293,2814866,2235866,2437884,1514815,733688,490082,3097428,2832226,254546,1302373,562414,1265185,0,0,0,890969,192666
123.5,0,0,0,2296122,2181345,634676,0,0,0,2173,2137,50068,0,0,0,37991,0,154,2777583,762092,3181295,2805038,2223020,2523292,1263812,669827,468401,2829146,2623118,154552,1161611,489163,1111471,0,0,0,840225,183903
124.5,0,0,0,2357123,1870082,651862,0,0,0,2738,2119,40740,0,0,0,43013,0,206,2572280,763661,3101940,2801036,2212310,2618192,1045045,618567,452800,2587058,2423723,92761,1038557,431033,978238,0,0,0,797363,177028
125.5,0,0,0,2400279,1597192,675007,0,0,0,3475,2115,31988,0,0,0,48665,0,279,2395227,780804,3034219,2803109,2204013,2721491,856524,577403,441905,2367763,2230254,55268,931071,385075,863118,0,0,0,761285,171798
126.5,0,0,0,2422371,1361693,704084,0,0,0,4436,2126,24230,0,0,0,54976,0,384,2244075,813540,2977928,2811389,2198376,2831671,695899,544291,434561,2168131,2039808,32834,837285,348980,763917,0,0,0,731027,167953
127.5,0,0,0,2421234,1160989,739078,0,0,0,5691,2152,17714,0,0,0,61965,0,538,2116446,862371,2932689,2825899,2195613,2946806,560576,517530,429771,1985355,1850525,19540,755563,320954,678636,0,0,0,705768,165257
128.5,0,0,0,2395989,991578,779947,0,0,0,7332,2195,12512,0,0,0,69640,0,764,2010033,928165,2897974,2846562,2195901,3064607,447830,495679,426652,1816975,1661697,11705,684467,299615,605475,0,0,0,684814,163511
129.5,0,0,0,2347131,849602,826595,0,0,0,9475,2256,8553,0,0,0,77991,0,1098,1922654,1012015,2873111,2873198,2199377,3182499,354907,477489,424411,1660895,1473791,7092,622727,283907,542833,0,0,0,667600,162568
130.5,0,0,0,2276483,731215,878828,0,0,0,12268,2336,5672,0,0,0,86993,2,1593,1852284,1115066,2857296,2905535,2206133,3297718,279124,461847,422340,1515378,1288380,4370,569224,273035,489299,0,0,0,653678,162327
131.5,0,0,0,2186995,632821,936325,0,0,0,15897,2439,3659,0,0,0,96608,13,2329,1797064,1238291,2849596,2943207,2216215,3407438,217943,447748,419812,1379037,1107935,2751,522965,266414,443638,0,0,0,642698,162720
132.5,0,0,0,2082449,551193,998594,0,0,0,20591,2566,2305,0,0,0,106781,62,3422,1755286,1382219,2848947,2985752,2229620,3508913,169025,434278,416299,1250818,935510,1780,483067,263622,404778,0,0,0,634385,163699
133.5,0,0,0,1967099,483523,1064943,0,0,0,26627,2721,1423,0,0,0,117449,250,5036,1725382,1546626,2854159,3032620,2246292,3599619,130268,420611,411380,1129967,774339,1189,448750,264372,371792,0,0,0,628512,165220
134.5,0,0,0,1845308,427424,1134457,0,0,0,34327,2910,866,0,0,0,128539,875,7405,1705897,1730214,2863915,3083166,2266117,3677393,99822,406026,404756,1015994,627403,825,419319,268482,343885,0,0,0,624870,167230
135.5,0,0,0,1721225,380894,1205983,0,0,0,44060,3137,521,0,0,0,139979,2648,10845,1695464,1930316,2876778,3136656,2288927,3740539,76095,389925,396257,908635,497044,597,394153,275851,320375,0,0,0,623247,169658
136.5,0,0,0,1598538,342279,1278134,0,0,0,56219,3409,312,0,0,0,151699,6983,15776,1692779,2142699,2891209,3192271,2314493,3787907,57738,371869,385846,807794,384682,453,372700,286437,300677,0,0,0,623414,172413
137.5,0,0,0,1480316,310223,1349315,0,0,0,71205,3734,187,0,0,0,163640,16154,22732,1696580,2361515,2905584,3249109,2342526,3818930,43630,351603,373607,713496,290694,362,354464,300235,284293,0,0,0,625115,175378
138.5,0,0,0,1368940,283623,1417766,0,0,0,89383,4122,113,0,0,0,175755,33027,32360,1705635,2579469,2918225,3306192,2372679,3833617,32853,329083,359733,625838,214443,305,338996,317252,270798,0,0,0,628061,178411
139.5,0,0,0,1266110,261585,1481627,0,0,0,111026,4585,69,0,0,0,188019,60179,45405,1718725,2788211,2927447,3362481,2404543,3832507,24662,304480,344499,544931,154452,273,325889,337483,259825,0,0,0,631917,181351
140.5,0,0,0,1172909,243389,1539033,0,0,0,136250,5137,43,0,0,0,200430,98622,62664,1734652,2978949,2931601,3416884,2437656,3816588,18468,278173,328240,470868,108671,260,314767,360875,251060,0,0,0,636283,184032
141.5,0,0,0,1089895,228455,1588205,0,0,0,164935,5795,27,0,0,0,213010,146758,84914,1752235,3143209,2929138,3468275,2471503,3787205,13800,250714,311315,403680,74757,264,305282,387298,244225,0,0,0,640692,186292
142.5,0,0,0,1017215,216320,1627565,0,0,0,196644,6581,18,0,0,0,225811,200268,112805,1770328,3273641,2918666,3515511,2505525,3745944,10296,222776,294088,343318,50346,285,297107,416501,239076,0,0,0,644629,187986
143.5,0,0,0,954716,206613,1655833,0,0,0,230563,7518,12,0,0,0,238909,253128,146748,1787840,3364728,2899016,3557457,2539124,3694526,7673,195086,276898,289638,33247,327,289934,448076,235392,0,0,0,647583,189001
144.5,0,0,0,902038,199042,1672119,0,0,0,265472,8636,9,0,0,0,252409,299307,186787,1803753,3413310,2869295,3593006,2571676,3634700,5712,168356,260048,242396,21572,400,283471,481421,232967,0,0,0,649108,189261
145.5,0,0,0,858703,193373,1675981,0,0,0,299770,9969,6,0,0,0,266442,334345,232510,1817152,3418810,2828937,3621107,2602543,3568164,4251,143217,243790,201260,13784,520,277441,515705,231605,0,0,0,648872,188732
146.5,0,0,0,824177,189424,1667461,0,0,0,331560,11557,5,0,0,0,281163,356203,282999,1827247,3383155,2777729,3640791,2631084,3496487,3162,120165,228320,165818,8697,713,271587,549854,231113,0,0,0,646680,187431
147.5,0,0,0,797909,187055,1647078,0,0,0,358811,13448,4,0,0,0,296750,365223,336854,1833393,3310427,2715832,3651194,2656670,3421068,2352,99539,213778,135601,5434,1031,265671,582559,231299,0,0,0,642472,185410
148.5,0,0,0,779368,186155,1615786,0,0,0,379564,15695,4,0,0,0,313403,363481,392289,1835113,3206313,2643768,3651581,2678702,3343098,1749,81507,200253,110102,3373,1560,259482,612300,231967,0,0,0,636295,182757
149.5,0,0,0,768047,186641,1574906,0,0,0,392178,18357,3,0,0,0,331341,353918,447288,1832097,3077456,2562399,3641372,2696624,3263551,1301,66081,187787,88797,2088,2456,252838,637419,232913,0,0,0,628274,179575
150.5,0,0,0,763470,188450,1526032,0,0,0,395550,21503,3,0,0,0,350804,339587,499811,1824215,2930822,2472877,3620155,2709938,3183180,968,53148,176384,71166,1293,3993,245595,656221,233928,0,0,0,618586,175969
151.5,0,0,0,765181,191530,1470927,0,0,0,389287,25207,3,0,0,0,372049,323174,547989,1811500,2773144,2376585,3587701,2718215,3102530,721,42500,166014,56708,805,6655,237652,667101,234798,0,0,0,607444,172039
152.5,0,0,0,772723,195841,1411418,0,0,0,373778,29547,3,0,0,0,395350,306784,590310,1794140,2610505,2275067,3543974,2721114,3021957,536,33876,156623,44951,505,11274,228951,668703,235307,0,0,0,595090,167870
153.5,0,0,0,785615,201347,1349296,0,0,0,350151,34608,4,0,0,0,421000,291922,625732,1772454,2448074,2169952,3489132,2718382,2941651,399,26988,148141,35468,321,19249,219484,660071,235242,0,0,0,581797,163529
154.5,0,0,0,803321,208011,1286240,0,0,0,320126,40475,5,0,0,0,449306,279593,653743,1746867,2289982,2062882,3423526,2709866,2861664,297,21553,140482,27874,207,32829,209288,640790,234399,0,0,0,567870,159067
155.5,0,0,0,825221,215790,1223752,0,0,0,285790,47230,6,0,0,0,480586,270434,674346,1717884,2139322,1955444,3347689,2695513,2781939,221,17309,133553,21834,136,55432,198445,611077,232593,0,0,0,553654,154521
156.5,0,0,0,850573,224633,1163121,0,0,0,249330,54952,8,0,0,0,515173,264855,687994,1686060,1998221,1849112,3262323,2675371,2702340,164,14022,127255,17058,92,91853,187070,571820,229666,0,0,0,539530,149919
157.5,0,0,0,878493,234474,1105403,0,0,0,212793,63706,10,0,0,0,553404,263146,695489,1651970,1867978,1745205,3168282,2649587,2622683,122,11496,121486,13302,64,148075,175313,524534,225494,0,0,0,525903,145283
158.5,0,0,0,907930,245232,1051424,0,0,0,177892,73543,15,0,0,0,595620,265572,697864,1616190,1749206,1644857,3066542,2618396,2542758,91,9568,116146,10361,46,230305,163336,471245,219997,0,0,0,513170,140649
159.5,0,0,0,937668,256806,1001791,0,0,0,145897,84491,22,0,0,0,642154,272441,696273,1579273,1641991,1549002,2958184,2582117,2462361,67,8108,111133,8066,34,342837,151314,414312,213146,0,0,0,501652,136073
160.5,0,0,0,966336,269074,956917,0,0,0,117598,96551,34,0,0,0,693327,284150,691896,1541732,1546025,1458368,2844355,2541139,2381309,50,7015,106350,6282,26,484808,139417,356209,204961,0,0,0,491498,131643
161.5,0,0,0,992446,281892,917050,0,0,0,93346,109688,52,0,0,0,749432,301229,685868,1504028,1460727,1373491,2726248,2495907,2299467,37,6214,101706,4898,21,646713,127807,299302,195521,0,0,0,482586,127459
162.5,0,0,0,1014455,295102,882298,0,0,0,73131,123831,83,0,0,0,810726,324374,679227,1466565,1385336,1294724,2605066,2446913,2216757,27,5645,97117,3826,17,808578,116626,245646,184953,0,0,0,474473,123572
163.5,0,0,0,1030846,308525,852664,0,0,0,56687,138865,135,0,0,0,877410,354471,672893,1429683,1318987,1222262,2481997,2394678,2133171,20,5270,92507,2997,15,942048,105991,196841,173430,0,0,0,466455,119926
164.5,0,0,0,1040225,321977,828063,0,0,0,43588,154634,222,0,0,0,949611,392627,667657,1393658,1260762,1156165,2358190,2339741,2048778,15,5062,87813,2355,14,1017444,95994,153948,161162,0,0,0,457770,116354
165.5,0,0,0,1041428,335267,808350,0,0,0,33339,170938,366,0,0,0,1027366,440183,664192,1358705,1209730,1096383,2234727,2282645,1963728,11,5005,82987,1858,13,1014046,86700,117481,148383,0,0,0,447884,112688
166.5,0,0,0,1033620,348210,793329,0,0,0,25439,187537,607,0,0,0,1110602,498735,663060,1324980,1164974,1042782,2112610,2223925,1878246,8,5097,77998,1472,13,929004,78148,87461,135340,0,0,0,436755,108918
167.5,0,0,0,1016375,360631,782761,0,0,0,19422,204161,1006,0,0,0,1199110,570128,664736,1292590,1125604,995161,1992744,2164100,1792629,6,5342,72833,1173,13,779780,70352,63515,122280,0,0,0,424901,105245
168.5,0,0,0,989727,372374,776376,0,0,0,14881,220513,1662,0,0,0,1292534,656444,669622,1261593,1090771,953279,1875925,2103663,1707233,4,5757,67501,941,14,598105,63307,44992,109434,0,0,0,413240,101972
169.5,0,0,0,954175,383311,773864,0,0,0,11478,236284,2725,0,0,0,1390347,759958,678070,1232009,1059672,916866,1762836,2043074,1622462,3,6371,62027,759,16,418366,56990,31090,97016,0,0,0,402771,99325
170.5,0,0,0,910655,393344,774875,0,0,0,8938,251161,4424,0,0,0,1491847,883063,690395,1203828,1031560,885639,1654043,1982756,1538752,2,7224,56458,617,19,266498,51368,20959,85203,0,0,0,394267,97390
171.5,0,0,0,860463,402408,779011,0,0,0,7048,264843,7093,0,0,0,1596140,1028148,706886,1177010,1005742,859310,1549997,1923090,1456554,2,8375,50856,505,23,154463,46397,13788,74140,0,0,0,388119,96168
172.5,0,0,0,805154,410476,785816,0,0,0,5644,277054,11202,0,0,0,1702151,1197432,727817,1151501,981592,837597,1451036,1864415,1376317,1,9899,45294,417,29,81438,42030,8853,63932,0,0,0,384364,95681
173.5,0,0,0,746422,417554,794767,0,0,0,4601,287548,17388,0,0,0,1808625,1392737,753447,1127229,958547,820223,1357397,1807026,1298474,0,11889,39855,347,38,39067,38216,5550,54643,0,0,0,382822,96002
174.5,0,0,0,685973,423683,805265,0,0,0,3828,296129,26480,0,0,0,1914151,1615210,784023,1104118,936121,806925,1269217,1751176,1223427,0,14463,34619,292,50,17064,34904,3398,46305,0,0,0,383245,97235
175.5,0,0,0,625420,428929,816632,0,0,0,3257,302650,39501,0,0,0,2017186,1865003,819774,1082087,913905,797448,1186550,1697076,1151536,0,17756,29666,247,69,6795,32047,2033,38914,0,0,0,385402,99471
176.5,0,0,0,566191,433383,828107,0,0,0,2840,307021,57637,0,0,0,2116096,2140928,860898,1061055,891570,791551,1109373,1644898,1083106,0,21919,25062,212,97,2471,29598,1189,32444,0,0,0,389101,102755
177.5,0,0,0,509468,437148,838859,0,0,0,2541,309212,82171,0,0,0,2209201,2440123,907552,1040948,868876,788998,1037601,1594777,1018390,0,27107,20863,183,138,823,27516,681,26843,0,0,0,394167,107063
178.5,0,0,0,456160,440341,847997,0,0,0,2336,309247,114351,0,0,0,2294828,2757771,959833,1021697,845666,789560,971094,1546815,957576,0,33455,17104,160,201,251,25763,381,22049,0,0,0,400407,112294
179.5,0,0,0,406897,443079,854601,0,0,0,2209,307208,155219,0,0,0,2371372,3086922,1017750,1003245,821865,793006,909672,1501083,900795,0,41057,13805,141,296,71,24305,209,17986,0,0,0,407578,118270
180.5,0,0,0,362052,445476,857757,0,0,0,2149,303219,205393,0,0,0,2437352,3418483,1081201,985542,797480,799105,853120,1457626,848120,0,49923,10965,125,440,18,23115,112,14578,0,0,0,415371,124738
181.5,0,0,0,321772,447638,856600,0,0,0,2151,297448,264839,0,0,0,2491466,3741413,1149944,968555,772585,807615,801202,1416465,799570,0,59936,8569,113,658,4,22168,59,11743,0,0,0,423403,131384
182.5,0,0,0,286023,449655,850365,0,0,0,2214,290092,332681,0,0,0,2532649,4043160,1223563,952259,747317,818286,753665,1377600,755119,0,70815,6587,102,988,0,21445,31,9406,0,0,0,431223,137848
183.5,0,0,0,254637,451602,838444,0,0,0,2344,281368,407073,0,0,0,2560110,4310347,1301440,936645,721858,830848,710247,1341013,714702,0,82085,4980,94,1484,0,20929,16,7495,0,0,0,438327,143749
